Domain,Entity,Flow Name,Archetype,tRPC,Type,Procedure Wrapper,Permissions,Permission Mode,Roles,UI Entry Paths,Business Purpose (from code docs),Client References,Related Entities,Implementation Status,Documentation Status,QA Status (Code-Level),Known Issues / Uncertainties,Router File,File Tag
Admin/Settings,advancedTagFeatures,Get Group Tags,View/Search/Report,advancedTagFeatures.getGroupTags,query,publicProcedure,,,Public (no auth),,,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/advancedTagFeatures.ts,prod
Admin/Settings,advancedTagFeatures,Get Usage Stats,View/Search/Report,advancedTagFeatures.getUsageStats,query,publicProcedure,,,Public (no auth),,Tag statistics,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/advancedTagFeatures.ts,prod
Admin/Settings,advancedTagFeatures,Bulk Add Tags,Action/Operation,advancedTagFeatures.bulkAddTags,mutation,publicProcedure,,,Public (no auth),,Bulk operations,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/advancedTagFeatures.ts,prod
Admin/Settings,advancedTagFeatures,Bulk Remove Tags,Action/Operation,advancedTagFeatures.bulkRemoveTags,mutation,publicProcedure,,,Public (no auth),,,,,API-only / Unreferenced in client,Not documented,Not reviewed,,server/routers/advancedTagFeatures.ts,prod
Other,alerts,Get All,View/Search/Report,alerts.getAll,query,adminProcedure,,,Authenticated user,,/** Get all active alerts NOTE: LOW_STOCK alerts disabled until schema supports stock thresholds,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/alerts.ts,prod
Other,alerts,Get Low Stock,View/Search/Report,alerts.getLowStock,query,adminProcedure,,,Authenticated user,,/** Get low stock products NOTE: Disabled - requires minStockLevel/targetStockLevel columns on products,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/alerts.ts,prod
Other,alerts,Set Thresholds,Update,alerts.setThresholds,mutation,adminProcedure,,,Authenticated user,,/** Set stock alert thresholds for a product NOTE: Disabled - requires minStockLevel/targetStockLevel columns on products,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/alerts.ts,prod
Other,alerts,Acknowledge,Action/Operation,alerts.acknowledge,mutation,adminProcedure,,,Authenticated user,,/** Acknowledge an alert,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/alerts.ts,prod
Other,alerts,Get Stats,View/Search/Report,alerts.getStats,query,adminProcedure,,,Authenticated user,,/** Get alert stats for dashboard,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/alerts.ts,prod
Other,alerts,Get Needs For Vip Portal,View/Search/Report,alerts.getNeedsForVipPortal,query,publicProcedure,,,Public (no auth),,/** Get needs for VIP portal,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/alerts.ts,prod
Reporting/Analytics,analytics,Get Summary,View/Search/Report,analytics.getSummary,query,protectedProcedure,analytics:read,all,Super Admin (or legacy-admin bypass),/analytics,,,,API-only / Unreferenced in client,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/analytics.ts,prod
Reporting/Analytics,analytics,Get Extended Summary,View/Search/Report,analytics.getExtendedSummary,query,protectedProcedure,analytics:read,all,Super Admin (or legacy-admin bypass),/analytics,,client/src/pages/AnalyticsPage.tsx,,Client-wired,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/analytics.ts,prod
Reporting/Analytics,analytics,Get Revenue Trends,View/Search/Report,analytics.getRevenueTrends,query,protectedProcedure,analytics:read,all,Super Admin (or legacy-admin bypass),/analytics,,client/src/pages/AnalyticsPage.tsx,,Client-wired,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/analytics.ts,prod
Reporting/Analytics,analytics,Get Top Clients,View/Search/Report,analytics.getTopClients,query,protectedProcedure,analytics:read,all,Super Admin (or legacy-admin bypass),/analytics,,client/src/pages/AnalyticsPage.tsx,,Client-wired,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/analytics.ts,prod
Reporting/Analytics,analytics,Client Strain Preferences,View/Search,analytics.clientStrainPreferences,query,protectedProcedure,analytics:read,all,Super Admin (or legacy-admin bypass),/analytics,,client/src/hooks/useStrainHooks.ts,,Client-wired,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/analytics.ts,prod
Reporting/Analytics,analytics,Top Strain Families,View/Search,analytics.topStrainFamilies,query,protectedProcedure,analytics:read,all,Super Admin (or legacy-admin bypass),/analytics,,client/src/hooks/useStrainHooks.ts,,Client-wired,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/analytics.ts,prod
Reporting/Analytics,analytics,Strain Family Trends,View/Search,analytics.strainFamilyTrends,query,protectedProcedure,analytics:read,all,Super Admin (or legacy-admin bypass),/analytics,,client/src/hooks/useStrainHooks.ts,,Client-wired,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/analytics.ts,prod
Reporting/Analytics,analytics,Export Data,Action/Operation,analytics.exportData,mutation,protectedProcedure,analytics:read,all,Super Admin (or legacy-admin bypass),/analytics,,client/src/pages/AnalyticsPage.tsx,,Client-wired,Not documented,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/analytics.ts,prod
Other,appointmentRequests,Request,Action/Operation,appointmentRequests.request,mutation,publicProcedure,,,Public (no auth),,Appointment Requests Router (CAL-003) Manages the request/approval workflow for VIP client appointment bookings Production-ready implementation with pessimistic locking,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/appointmentRequests.ts,prod
Other,appointmentRequests,Approve,State Transition/Action,appointmentRequests.approve,mutation,protectedProcedure,,,Authenticated user,,============================================================================,client/src/components/calendar/AppointmentRequestModal.tsx; client/src/components/calendar/AppointmentRequestsList.tsx,,Client-wired,In code only,Not reviewed,,server/routers/appointmentRequests.ts,prod
Other,appointmentRequests,Reject,State Transition/Action,appointmentRequests.reject,mutation,protectedProcedure,,,Authenticated user,,============================================================================,client/src/components/calendar/AppointmentRequestModal.tsx; client/src/components/calendar/AppointmentRequestsList.tsx,,Client-wired,In code only,Not reviewed,,server/routers/appointmentRequests.ts,prod
Other,appointmentRequests,List,View/Search/Report,appointmentRequests.list,query,protectedProcedure,,,Authenticated user,,============================================================================,client/src/components/calendar/AppointmentRequestsList.tsx,,Client-wired,In code only,Not reviewed,,server/routers/appointmentRequests.ts,prod
Other,appointmentRequests,Get By Id,View/Search/Report,appointmentRequests.getById,query,protectedProcedure,,,Authenticated user,,============================================================================,client/src/components/calendar/AppointmentRequestModal.tsx,,Client-wired,In code only,Not reviewed,,server/routers/appointmentRequests.ts,prod
Other,appointmentRequests,Get Pending Count,View/Search/Report,appointmentRequests.getPendingCount,query,protectedProcedure,,,Authenticated user,,Get pending request count (for badge display),client/src/components/calendar/AppointmentRequestsList.tsx; client/src/pages/CalendarPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/appointmentRequests.ts,prod
Admin/Settings,audit,Get Client Tab Breakdown,View/Search/Report,audit.getClientTabBreakdown,query,adminProcedure,,,Authenticated user,,/** Get client tab balance breakdown Shows all transactions that contribute to the current balance,client/src/components/audit/AuditModal.tsx,,Client-wired,In code only,Not reviewed,,server/routers/audit.ts,prod
Admin/Settings,audit,Get Inventory Breakdown,View/Search/Report,audit.getInventoryBreakdown,query,adminProcedure,,,Authenticated user,,/** Get inventory quantity breakdown Shows all movements that contribute to current quantity,client/src/components/audit/AuditModal.tsx,,Client-wired,In code only,Not reviewed,,server/routers/audit.ts,prod
Admin/Settings,audit,Get Order Breakdown,View/Search/Report,audit.getOrderBreakdown,query,adminProcedure,,,Authenticated user,,"/** Get order total breakdown Shows line items, discounts, payments",client/src/components/audit/AuditModal.tsx,,Client-wired,In code only,Not reviewed,,server/routers/audit.ts,prod
Admin/Settings,audit,Get Vendor Balance Breakdown,View/Search/Report,audit.getVendorBalanceBreakdown,query,adminProcedure,,,Authenticated user,,/** Get vendor balance breakdown Shows all bills and payments,client/src/components/audit/AuditModal.tsx,,Client-wired,In code only,Not reviewed,,server/routers/audit.ts,prod
Admin/Settings,audit,Get Account Balance Breakdown,View/Search/Report,audit.getAccountBalanceBreakdown,query,adminProcedure,,,Authenticated user,,/** Get account balance breakdown (for accounting module) Note: This is a placeholder - full journal entry support requires additional schema,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/audit.ts,prod
Admin/Settings,audit,Get Entity History,View/Search/Report,audit.getEntityHistory,query,adminProcedure,,,Authenticated user,,/** Get entity history (UI-002: Generic audit trail for any entity) Returns audit logs for a specific entity type and ID,client/src/components/audit/AuditIcon.tsx,,Client-wired,In code only,Not reviewed,,server/routers/audit.ts,prod
Admin/Settings,auditLogs,Query,View/Search/Report,auditLogs.query,query,protectedProcedure,audit:read,all,Super Admin (or legacy-admin bypass),,/** Query audit logs with filters,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/auditLogs.ts,prod
Admin/Settings,auditLogs,Get Entity Trail,View/Search/Report,auditLogs.getEntityTrail,query,protectedProcedure,audit:read,all,Super Admin (or legacy-admin bypass),,/** Get audit trail for a specific entity,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/auditLogs.ts,prod
Admin/Settings,auditLogs,Export,View/Search,auditLogs.export,query,protectedProcedure,audit:read,all,Super Admin (or legacy-admin bypass),,/** Export audit logs to JSON,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/auditLogs.ts,prod
Admin/Settings,auditLogs,Get User History,View/Search/Report,auditLogs.getUserHistory,query,strictlyProtectedProcedure,users:read,all,"Super Admin, Read-Only Auditor",,/** Get user activity history for admin UI (UX-055),client/src/components/admin/UserAuditTimeline.tsx,,Client-wired,In code only,Not reviewed,,server/routers/auditLogs.ts,prod
Other,auth,Me,View/Search,auth.me,query,publicProcedure,,,Public (no auth),/vip-portal/auth/impersonate,,client/src/_core/hooks/useAuth.ts; client/src/components/account/ProfileSection.tsx; client/src/components/comments/CommentItem.tsx; client/src/components/layout/AppHeader.tsx,,Client-wired,Not documented,Not reviewed,,server/routers/auth.ts,prod
Other,auth,Logout,Action/Operation,auth.logout,mutation,publicProcedure,,,Public (no auth),/vip-portal/auth/impersonate,,client/src/_core/hooks/useAuth.ts; client/src/components/layout/AppHeader.tsx,,Client-wired,Not documented,Not reviewed,,server/routers/auth.ts,prod
Other,auth,Update Profile,Update,auth.updateProfile,mutation,strictlyProtectedProcedure,,,Authenticated user,/vip-portal/auth/impersonate,"Update current user's profile (name, email)",client/src/components/account/ProfileSection.tsx,,Client-wired,In code only,Not reviewed,,server/routers/auth.ts,prod
Other,auth,Change Password,Action/Operation,auth.changePassword,mutation,strictlyProtectedProcedure,,,Authenticated user,/vip-portal/auth/impersonate,Change current user's password,client/src/components/account/PasswordChangeSection.tsx,,Client-wired,In code only,Not reviewed,,server/routers/auth.ts,prod
Other,auth,Get Test Token,Action/Operation,auth.getTestToken,mutation,publicProcedure,,,Public (no auth),/vip-portal/auth/impersonate,/** Get auth token for automated testing Requires a valid email/password combination Returns the session token that can be set as a cookie Only available when ENABLE_TEST_AUTH=true or NODE_ENV !== 'production' NOTE: This tRPC endpoint bypasses the authLimiter rate limiting that applies to the /api/auth/login REST endpoint (5 requests per 15 minutes). This is intentional for AI agent E2E testing wh,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/auth.ts,prod
Other,badDebt,Write Off,Action/Operation,badDebt.writeOff,mutation,protectedProcedure,accounting:manage,all,Super Admin (or legacy-admin bypass),,Bad Debt Router API endpoints for bad debt write-off management,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/badDebt.ts,prod
Other,badDebt,Reverse,Action/Operation,badDebt.reverse,mutation,protectedProcedure,accounting:manage,all,Super Admin (or legacy-admin bypass),,Bad Debt Router API endpoints for bad debt write-off management,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/badDebt.ts,prod
Other,badDebt,Get By Client,View/Search/Report,badDebt.getByClient,query,protectedProcedure,accounting:manage,all,Super Admin (or legacy-admin bypass),,Bad Debt Router API endpoints for bad debt write-off management,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/badDebt.ts,prod
Other,badDebt,Get Client Total,View/Search/Report,badDebt.getClientTotal,query,protectedProcedure,accounting:manage,all,Super Admin (or legacy-admin bypass),,Bad Debt Router API endpoints for bad debt write-off management,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/badDebt.ts,prod
Other,badDebt,Get Aging Report,View/Search/Report,badDebt.getAgingReport,query,protectedProcedure,accounting:manage,all,Super Admin (or legacy-admin bypass),,Get bad debt aging report,,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/badDebt.ts,prod
Workflow/Productivity,calendar,Get Events,View/Search/Report,calendar.getEvents,query,publicProcedure,,,Public (no auth),/calendar,Calendar Router Core event operations for Calendar & Scheduling Module Version 2.0 - Post-Adversarial QA PRODUCTION-READY - No placeholders,client/src/pages/CalendarPage.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendar.ts,prod
Workflow/Productivity,calendar,Get Event By Id,View/Search/Report,calendar.getEventById,query,publicProcedure,,,Public (no auth),/calendar,Get single event with full details,client/src/components/calendar/EventFormDialog.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendar.ts,prod
Workflow/Productivity,calendar,Update Event,Update,calendar.updateEvent,mutation,publicProcedure,,,Public (no auth),/calendar,Update event with conflict detection and optimistic locking (CHAOS-006),client/src/components/calendar/EventFormDialog.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendar.ts,prod
Workflow/Productivity,calendar,Delete Event,Delete/Archive,calendar.deleteEvent,mutation,publicProcedure,,,Public (no auth),/calendar,Delete event with cascade handling,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendar.ts,prod
Workflow/Productivity,calendar,Get Events By Entity,View/Search/Report,calendar.getEventsByEntity,query,publicProcedure,,,Public (no auth),/calendar,Get events by entity (for linking),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendar.ts,prod
Workflow/Productivity,calendar,Get My Events,View/Search/Report,calendar.getMyEvents,query,protectedProcedure,,,Authenticated user,/calendar,Get events assigned to user,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendar.ts,prod
Workflow/Productivity,calendar,Get Event History,View/Search/Report,calendar.getEventHistory,query,publicProcedure,,,Public (no auth),/calendar,Get event history,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendar.ts,prod
Workflow/Productivity,calendar,Get Event Attachments,View/Search/Report,calendar.getEventAttachments,query,publicProcedure,,,Public (no auth),/calendar,Get event attachments,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendar.ts,prod
Workflow/Productivity,calendar,Get Events By Client,View/Search/Report,calendar.getEventsByClient,query,publicProcedure,,,Public (no auth),/calendar,Get events by client ID,client/src/components/clients/ClientCalendarTab.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendar.ts,prod
Workflow/Productivity,calendarFinancials,Get Meeting Financial Context,View/Search/Report,calendarFinancials.getMeetingFinancialContext,query,protectedProcedure,,,Authenticated user,,Calendar Financials Router Financial context for AP/AR meeting preparation (V2.1 Addition) Version 2.0 - Post-Adversarial QA PRODUCTION-READY - No placeholders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarFinancials.ts,prod
Workflow/Productivity,calendarFinancials,Get Collections Queue,View/Search/Report,calendarFinancials.getCollectionsQueue,query,protectedProcedure,,,Authenticated user,,Get collections queue (prioritized list),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarFinancials.ts,prod
Workflow/Productivity,calendarFinancials,Get APARSummary,View/Search/Report,calendarFinancials.getAPARSummary,query,protectedProcedure,,,Authenticated user,,Get AP/AR summary for date range,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarFinancials.ts,prod
Workflow/Productivity,calendarFinancials,Set Sales Sheet Reminder,Update,calendarFinancials.setSalesSheetReminder,mutation,protectedProcedure,,,Authenticated user,,Set custom reminder for sales sheet,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarFinancials.ts,prod
Workflow/Productivity,calendarFinancials,Get Upcoming Sales Sheet Reminders,View/Search/Report,calendarFinancials.getUpcomingSalesSheetReminders,query,protectedProcedure,,,Authenticated user,,Get upcoming sales sheet reminders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarFinancials.ts,prod
Workflow/Productivity,calendarFinancials,Create Payment Due Reminder,Create,calendarFinancials.createPaymentDueReminder,mutation,protectedProcedure,,,Authenticated user,,Create payment due reminder,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarFinancials.ts,prod
Workflow/Productivity,calendarFinancials,Get Overdue Payments,View/Search/Report,calendarFinancials.getOverduePayments,query,protectedProcedure,,,Authenticated user,,Get overdue payment events,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarFinancials.ts,prod
Workflow/Productivity,calendarInvitations,Create Invitation,Create,calendarInvitations.createInvitation,mutation,publicProcedure,,,Public (no auth),,/** Create a draft invitation,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarInvitations,Send Invitation,Action/Operation,calendarInvitations.sendInvitation,mutation,publicProcedure,,,Public (no auth),,/** Send invitation (changes status from DRAFT to PENDING or AUTO_ACCEPTED),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarInvitations,Respond To Invitation,Action/Operation,calendarInvitations.respondToInvitation,mutation,publicProcedure,,,Public (no auth),,/** Respond to invitation (accept or decline),client/src/components/calendar/PendingInvitationsWidget.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarInvitations,Get Invitation Settings,View/Search/Report,calendarInvitations.getInvitationSettings,query,publicProcedure,,,Public (no auth),,/** Get user's invitation settings,client/src/components/calendar/InvitationSettingsDialog.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarInvitations,Update Invitation Settings,Update,calendarInvitations.updateInvitationSettings,mutation,publicProcedure,,,Public (no auth),,/** Update user's invitation settings,client/src/components/calendar/InvitationSettingsDialog.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarInvitations,Admin Override Invitation,Action/Operation,calendarInvitations.adminOverrideInvitation,mutation,adminProcedure,,,Authenticated user,,/** Admin override invitation status,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarInvitations,Get Invitations By Event,View/Search/Report,calendarInvitations.getInvitationsByEvent,query,publicProcedure,,,Public (no auth),,/** Get all invitations for an event,client/src/components/calendar/EventInvitationDialog.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarInvitations,Get Pending Invitations,View/Search/Report,calendarInvitations.getPendingInvitations,query,publicProcedure,,,Public (no auth),,/** Get user's pending invitations,client/src/components/calendar/PendingInvitationsWidget.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarInvitations,Bulk Send Invitations,Action/Operation,calendarInvitations.bulkSendInvitations,mutation,publicProcedure,,,Public (no auth),,/** Bulk send invitations,client/src/components/calendar/EventInvitationDialog.tsx,,Client-wired,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarInvitations,Cancel Invitation,State Transition/Action,calendarInvitations.cancelInvitation,mutation,publicProcedure,,,Public (no auth),,/** Cancel invitation,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarInvitations,Get Invitation History,View/Search/Report,calendarInvitations.getInvitationHistory,query,publicProcedure,,,Public (no auth),,/** Get invitation history,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarInvitations.ts,prod
Workflow/Productivity,calendarMeetings,Get Unconfirmed Meetings,View/Search/Report,calendarMeetings.getUnconfirmedMeetings,query,publicProcedure,,,Public (no auth),,Determine meeting type from event context and participants,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarMeetings.ts,prod
Workflow/Productivity,calendarMeetings,Confirm Meeting,State Transition/Action,calendarMeetings.confirmMeeting,mutation,publicProcedure,,,Public (no auth),,Confirm meeting and create history entry,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarMeetings.ts,prod
Workflow/Productivity,calendarMeetings,Get Meeting History,View/Search/Report,calendarMeetings.getMeetingHistory,query,publicProcedure,,,Public (no auth),,Get meeting history for client,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarMeetings.ts,prod
Workflow/Productivity,calendarMeetings,Update Meeting History,Update,calendarMeetings.updateMeetingHistory,mutation,publicProcedure,,,Public (no auth),,Update meeting history entry,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarMeetings.ts,prod
Workflow/Productivity,calendarMeetings,Get Upcoming Client Meetings,View/Search/Report,calendarMeetings.getUpcomingClientMeetings,query,publicProcedure,,,Public (no auth),,Get upcoming client meetings,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarMeetings.ts,prod
Workflow/Productivity,calendarMeetings,Complete Action Item,State Transition/Action,calendarMeetings.completeActionItem,mutation,publicProcedure,,,Public (no auth),,Mark action item as complete,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarMeetings.ts,prod
Workflow/Productivity,calendarParticipants,Get Participants,View/Search/Report,calendarParticipants.getParticipants,query,publicProcedure,,,Public (no auth),,Calendar Participants Router Participant management for calendar events Version 2.1 - QUAL-002 Validation Improvements PRODUCTION-READY - No placeholders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarParticipants.ts,prod
Workflow/Productivity,calendarParticipants,Add Participant,Create,calendarParticipants.addParticipant,mutation,publicProcedure,,,Public (no auth),,Calendar Participants Router Participant management for calendar events Version 2.1 - QUAL-002 Validation Improvements PRODUCTION-READY - No placeholders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarParticipants.ts,prod
Workflow/Productivity,calendarParticipants,Update Response,Update,calendarParticipants.updateResponse,mutation,publicProcedure,,,Public (no auth),,Update participant response (RSVP),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarParticipants.ts,prod
Workflow/Productivity,calendarParticipants,Remove Participant,Delete/Archive,calendarParticipants.removeParticipant,mutation,publicProcedure,,,Public (no auth),,Remove participant from event,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarParticipants.ts,prod
Workflow/Productivity,calendarParticipants,Add Participants,Create,calendarParticipants.addParticipants,mutation,publicProcedure,,,Public (no auth),,Bulk add participants,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarParticipants.ts,prod
Workflow/Productivity,calendarRecurrence,Get Recurrence Rule,View/Search/Report,calendarRecurrence.getRecurrenceRule,query,publicProcedure,,,Public (no auth),,Calendar Recurrence Router Recurrence pattern management and instance generation Version 2.1 - QUAL-002 Validation Improvements PRODUCTION-READY - No placeholders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarRecurrence.ts,prod
Workflow/Productivity,calendarRecurrence,Get Instances,View/Search/Report,calendarRecurrence.getInstances,query,publicProcedure,,,Public (no auth),,Calendar Recurrence Router Recurrence pattern management and instance generation Version 2.1 - QUAL-002 Validation Improvements PRODUCTION-READY - No placeholders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarRecurrence.ts,prod
Workflow/Productivity,calendarRecurrence,Modify Instance,Action/Operation,calendarRecurrence.modifyInstance,mutation,publicProcedure,,,Public (no auth),,Modify a specific instance,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarRecurrence.ts,prod
Workflow/Productivity,calendarRecurrence,Cancel Instance,State Transition/Action,calendarRecurrence.cancelInstance,mutation,publicProcedure,,,Public (no auth),,Cancel a specific instance,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarRecurrence.ts,prod
Workflow/Productivity,calendarRecurrence,Regenerate Instances,Action/Operation,calendarRecurrence.regenerateInstances,mutation,publicProcedure,,,Public (no auth),,Regenerate instances (admin/background job),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarRecurrence.ts,prod
Workflow/Productivity,calendarRecurrence,Regenerate All Instances,Action/Operation,calendarRecurrence.regenerateAllInstances,mutation,protectedProcedure,calendar:admin,all,Super Admin (or legacy-admin bypass),,Regenerate all instances (admin/background job),,,API-only / Unreferenced in client,In code only,Not reviewed,Permission string not present in RBAC seed (likely Super Admin/legacy only until harmonized),server/routers/calendarRecurrence.ts,prod
Workflow/Productivity,calendarRecurrence,Update Recurrence Rule,Update,calendarRecurrence.updateRecurrenceRule,mutation,publicProcedure,,,Public (no auth),,Update recurrence rule,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarRecurrence.ts,prod
Workflow/Productivity,calendarRecurrence,Delete Recurrence Rule,Delete/Archive,calendarRecurrence.deleteRecurrenceRule,mutation,publicProcedure,,,Public (no auth),,Delete recurrence rule (convert to single event),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarRecurrence.ts,prod
Workflow/Productivity,calendarReminders,Get Reminders,View/Search/Report,calendarReminders.getReminders,query,publicProcedure,,,Public (no auth),,Calendar Reminders Router Reminder management for calendar events Version 2.1 - QUAL-002 Validation Improvements PRODUCTION-READY - No placeholders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarReminders.ts,prod
Workflow/Productivity,calendarReminders,Create Reminder,Create,calendarReminders.createReminder,mutation,publicProcedure,,,Public (no auth),,Calendar Reminders Router Reminder management for calendar events Version 2.1 - QUAL-002 Validation Improvements PRODUCTION-READY - No placeholders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarReminders.ts,prod
Workflow/Productivity,calendarReminders,Delete Reminder,Delete/Archive,calendarReminders.deleteReminder,mutation,publicProcedure,,,Public (no auth),,Delete reminder,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarReminders.ts,prod
Workflow/Productivity,calendarReminders,Get Pending Reminders,View/Search/Report,calendarReminders.getPendingReminders,query,publicProcedure,,,Public (no auth),,Get pending reminders (for background job),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarReminders.ts,prod
Workflow/Productivity,calendarReminders,Mark Sent,Update,calendarReminders.markSent,mutation,publicProcedure,,,Public (no auth),,Mark reminder as sent (for background job),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarReminders.ts,prod
Workflow/Productivity,calendarReminders,Mark Failed,Update,calendarReminders.markFailed,mutation,publicProcedure,,,Public (no auth),,Mark reminder as failed (for background job),,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarReminders.ts,prod
Workflow/Productivity,calendarReminders,Get My Upcoming Reminders,View/Search/Report,calendarReminders.getMyUpcomingReminders,query,publicProcedure,,,Public (no auth),,Get user's upcoming reminders,,,API-only / Unreferenced in client,In code only,Not reviewed,,server/routers/calendarReminders.ts,prod
